2014-05-27 22:40:46,304 [DEBUG] django.db.backends: (0.106) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'dn3bdozui2d0rwxvwwje0e0obr6u4ul1'  AND `django_session`.`expire_date` > '2014-05-27 22:40:45' ); args=('dn3bdozui2d0rwxvwwje0e0obr6u4ul1', u'2014-05-27 22:40:45')
2014-05-28 20:38:59,284 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 's2ie61mhq6ivnvy7p189xbvht3w8jw37'  AND `django_session`.`expire_date` > '2014-05-28 20:38:59' ); args=('s2ie61mhq6ivnvy7p189xbvht3w8jw37', u'2014-05-28 20:38:59')
2014-05-28 20:38:59,287 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2 ; args=(2,)
2014-05-28 20:38:59,289 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` WHERE `userprofile_userprofile`.`user_id` = 2 ; args=(2,)
2014-05-28 20:40:06,088 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 's2ie61mhq6ivnvy7p189xbvht3w8jw37'  AND `django_session`.`expire_date` > '2014-05-28 20:40:06' ); args=('s2ie61mhq6ivnvy7p189xbvht3w8jw37', u'2014-05-28 20:40:06')
2014-05-28 20:40:06,090 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2 ; args=(2,)
2014-05-28 20:40:06,091 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` WHERE `userprofile_userprofile`.`user_id` = 2 ; args=(2,)
2014-05-28 20:40:15,698 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 's2ie61mhq6ivnvy7p189xbvht3w8jw37'  AND `django_session`.`expire_date` > '2014-05-28 20:40:15' ); args=('s2ie61mhq6ivnvy7p189xbvht3w8jw37', u'2014-05-28 20:40:15')
2014-05-28 20:40:15,698 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2 ; args=(2,)
2014-05-28 20:41:27,242 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 's2ie61mhq6ivnvy7p189xbvht3w8jw37'  AND `django_session`.`expire_date` > '2014-05-28 20:41:27' ); args=('s2ie61mhq6ivnvy7p189xbvht3w8jw37', u'2014-05-28 20:41:27')
2014-05-28 20:41:27,244 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2 ; args=(2,)
2014-05-28 20:41:27,245 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` WHERE `userprofile_userprofile`.`user_id` = 2 ; args=(2,)
2014-05-28 20:41:27,246 [DEBUG] django.db.backends: (0.000) UPDATE `userprofile_userprofile` SET `user_id` = 2, `likes_cheese` = 0, `favourite_hamster_name` = 'dfdsf' WHERE `userprofile_userprofile`.`id` = 1 ; args=(2, False, u'dfdsf', 1)
2014-05-28 20:41:27,261 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 's2ie61mhq6ivnvy7p189xbvht3w8jw37'  AND `django_session`.`expire_date` > '2014-05-28 20:41:27' ); args=('s2ie61mhq6ivnvy7p189xbvht3w8jw37', u'2014-05-28 20:41:27')
2014-05-28 20:41:27,261 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2 ; args=(2,)
2014-05-28 20:41:30,083 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 's2ie61mhq6ivnvy7p189xbvht3w8jw37'  AND `django_session`.`expire_date` > '2014-05-28 20:41:30' ); args=('s2ie61mhq6ivnvy7p189xbvht3w8jw37', u'2014-05-28 20:41:30')
2014-05-28 20:41:30,083 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2 ; args=(2,)
2014-05-28 20:41:30,086 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` WHERE `userprofile_userprofile`.`user_id` = 2 ; args=(2,)
2014-05-28 20:41:33,576 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 's2ie61mhq6ivnvy7p189xbvht3w8jw37'  AND `django_session`.`expire_date` > '2014-05-28 20:41:33' ); args=('s2ie61mhq6ivnvy7p189xbvht3w8jw37', u'2014-05-28 20:41:33')
2014-05-28 20:41:33,576 [DEBUG] django.db.backends: (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2 ; args=(2,)
2014-05-28 20:41:33,577 [DEBUG] django.db.backends: (0.000) SELECT `userprofile_userprofile`.`id`, `userprofile_userprofile`.`user_id`, `userprofile_userprofile`.`likes_cheese`, `userprofile_userprofile`.`favourite_hamster_name` FROM `userprofile_userprofile` WHERE `userprofile_userprofile`.`user_id` = 2 ; args=(2,)
2014-05-28 20:41:33,579 [DEBUG] django.db.backends: (0.001) UPDATE `userprofile_userprofile` SET `user_id` = 2, `likes_cheese` = 1, `favourite_hamster_name` = 'dfdsf' WHERE `userprofile_userprofile`.`id` = 1 ; args=(2, True, u'dfdsf', 1)
2014-05-28 20:41:33,604 [DEBUG] django.db.backends: (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 's2ie61mhq6ivnvy7p189xbvht3w8jw37'  AND `django_session`.`expire_date` > '2014-05-28 20:41:33' ); args=('s2ie61mhq6ivnvy7p189xbvht3w8jw37', u'2014-05-28 20:41:33')
2014-05-28 20:41:33,606 [DEBUG] django.db.backends: (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 2 ; args=(2,)
2014-05-29 17:17:53,434 [DEBUG] django.db.backends: (0.022) SELECT COUNT(*) FROM `article_article`; args=()
2014-05-29 17:17:53,495 [DEBUG] django.db.backends: (0.048) SELECT `article_article`.`id` FROM `article_article` ORDER BY `article_article`.`id` ASC; args=()
2014-05-29 17:17:53,559 [DEBUG] django.db.backends: (0.001) SELECT `article_article`.`id`, `article_article`.`title`, `article_article`.`body`, `article_article`.`pub_date`, `article_article`.`likes`, `article_article`.`thumbnail` FROM `article_article` ORDER BY `article_article`.`id` ASC LIMIT 2; args=()
2014-05-29 17:19:28,700 [DEBUG] django.db.backends: (0.037) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 's2ie61mhq6ivnvy7p189xbvht3w8jw37'  AND `django_session`.`expire_date` > '2014-05-29 17:19:28' ); args=('s2ie61mhq6ivnvy7p189xbvht3w8jw37', u'2014-05-29 17:19:28')
2014-05-29 17:19:28,741 [DEBUG] django.db.backends: (0.000) SELECT COUNT(*) FROM `article_article`; args=()
2014-05-29 17:19:28,742 [DEBUG] django.db.backends: (0.000) SELECT `article_article`.`id`, `article_article`.`title`, `article_article`.`body`, `article_article`.`pub_date`, `article_article`.`likes`, `article_article`.`thumbnail` FROM `article_article`; args=()
2014-05-29 17:21:24,626 [DEBUG] django.db.backends: (0.000) SELECT `article_article`.`id`, `article_article`.`title`, `article_article`.`body`, `article_article`.`pub_date`, `article_article`.`likes`, `article_article`.`thumbnail` FROM `article_article` WHERE `article_article`.`id` = 2 ; args=(2,)
2014-05-29 17:21:24,664 [DEBUG] django.db.backends: (0.001) SELECT `article_comment`.`id`, `article_comment`.`first_name`, `article_comment`.`second_name`, `article_comment`.`body`, `article_comment`.`pub_date`, `article_comment`.`likes`, `article_comment`.`article_id` FROM `article_comment` WHERE `article_comment`.`article_id` = 2 ; args=(2,)
